BisBasQ,BisBasResp,ExpEnd,ExpStart,StudyID,TimeEnd,TimeStart,Feedback,population,subject
bisbas-17,1,1.60E+12,1.60E+12,LWPCtufb:,2135687.965,1901005.82,nofb,2,412
bisbas-18,2,1.60E+12,1.60E+12,LWPCtufb:,2135687.98,1901005.82,nofb,2,412
bisbas-19,1,1.60E+12,1.60E+12,LWPCtufb:,2135688,1901005.82,nofb,2,412
bisbas-20,2,1.60E+12,1.60E+12,LWPCtufb:,2135688.025,1901005.82,nofb,2,412
bisbas-21,3,1.60E+12,1.60E+12,LWPCtufb:,2135688.05,1901005.82,nofb,2,412
bisbas-22,3,1.60E+12,1.60E+12,LWPCtufb:,2135688.07,1901005.82,nofb,2,412
bisbas-23,2,1.60E+12,1.60E+12,LWPCtufb:,2135688.095,1901005.82,nofb,2,412
bisbas-24,1,1.60E+12,1.60E+12,LWPCtufb:,2135688.115,1901005.82,nofb,2,412
bisbas-1,3,1.60E+12,1.60E+12,LWPCtufb:,2558186.05,1562006.625,nofb,2,413
bisbas-2,4,1.60E+12,1.60E+12,LWPCtufb:,2558186.74,1562006.625,nofb,2,413
bisbas-3,2,1.60E+12,1.60E+12,LWPCtufb:,2558186.765,1562006.625,nofb,2,413
bisbas-4,2,1.60E+12,1.60E+12,LWPCtufb:,2558186.785,1562006.625,nofb,2,413
bisbas-5,2,1.60E+12,1.60E+12,LWPCtufb:,2558186.83,1562006.625,nofb,2,413
bisbas-6,2,1.60E+12,1.60E+12,LWPCtufb:,2558186.85,1562006.625,nofb,2,413
bisbas-7,1,1.60E+12,1.60E+12,LWPCtufb:,2558186.87,1562006.625,nofb,2,413
bisbas-8,2,1.60E+12,1.60E+12,LWPCtufb:,2558186.89,1562006.625,nofb,2,413
bisbas-9,2,1.60E+12,1.60E+12,LWPCtufb:,2558186.91,1562006.625,nofb,2,413
bisbas-10,2,1.60E+12,1.60E+12,LWPCtufb:,2558186.93,1562006.625,nofb,2,413
bisbas-11,1,1.60E+12,1.60E+12,LWPCtufb:,2558186.95,1562006.625,nofb,2,413
bisbas-12,2,1.60E+12,1.60E+12,LWPCtufb:,2558186.975,1562006.625,nofb,2,413
bisbas-13,1,1.60E+12,1.60E+12,LWPCtufb:,2558186.995,1562006.625,nofb,2,413
bisbas-14,1,1.60E+12,1.60E+12,LWPCtufb:,2558187.025,1562006.625,nofb,2,413
bisbas-15,1,1.60E+12,1.60E+12,LWPCtufb:,2558187.05,1562006.625,nofb,2,413
bisbas-16,1,1.60E+12,1.60E+12,LWPCtufb:,2558187.08,1562006.625,nofb,2,413
bisbas-17,1,1.60E+12,1.60E+12,LWPCtufb:,2558187.11,1562006.625,nofb,2,413
bisbas-18,2,1.60E+12,1.60E+12,LWPCtufb:,2558187.145,1562006.625,nofb,2,413
bisbas-19,2,1.60E+12,1.60E+12,LWPCtufb:,2558187.175,1562006.625,nofb,2,413
bisbas-20,1,1.60E+12,1.60E+12,LWPCtufb:,2558187.21,1562006.625,nofb,2,413
bisbas-21,1,1.60E+12,1.60E+12,LWPCtufb:,2558187.245,1562006.625,nofb,2,413
bisbas-22,4,1.60E+12,1.60E+12,LWPCtufb:,2558187.285,1562006.625,nofb,2,413
bisbas-23,1,1.60E+12,1.60E+12,LWPCtufb:,2558187.32,1562006.625,nofb,2,413
bisbas-24,1,1.60E+12,1.60E+12,LWPCtufb:,2558187.355,1562006.625,nofb,2,413
bisbas-1,2,1.60E+12,1.60E+12,LWPCtufb:,1948095.485,1717406.385,nofb,2,414
bisbas-2,3,1.60E+12,1.60E+12,LWPCtufb:,1948095.7,1717406.385,nofb,2,414
bisbas-3,2,1.60E+12,1.60E+12,LWPCtufb:,1948095.715,1717406.385,nofb,2,414
bisbas-4,1,1.60E+12,1.60E+12,LWPCtufb:,1948095.73,1717406.385,nofb,2,414
bisbas-5,1,1.60E+12,1.60E+12,LWPCtufb:,1948095.755,1717406.385,nofb,2,414
bisbas-6,2,1.60E+12,1.60E+12,LWPCtufb:,1948095.79,1717406.385,nofb,2,414
bisbas-7,2,1.60E+12,1.60E+12,LWPCtufb:,1948095.805,1717406.385,nofb,2,414
bisbas-8,2,1.60E+12,1.60E+12,LWPCtufb:,1948095.825,1717406.385,nofb,2,414
bisbas-9,2,1.60E+12,1.60E+12,LWPCtufb:,1948095.84,1717406.385,nofb,2,414
bisbas-10,2,1.60E+12,1.60E+12,LWPCtufb:,1948095.855,1717406.385,nofb,2,414
bisbas-11,3,1.60E+12,1.60E+12,LWPCtufb:,1948095.87,1717406.385,nofb,2,414
bisbas-12,2,1.60E+12,1.60E+12,LWPCtufb:,1948095.89,1717406.385,nofb,2,414
bisbas-13,2,1.60E+12,1.60E+12,LWPCtufb:,1948095.905,1717406.385,nofb,2,414
bisbas-14,2,1.60E+12,1.60E+12,LWPCtufb:,1948095.995,1717406.385,nofb,2,414
bisbas-15,3,1.60E+12,1.60E+12,LWPCtufb:,1948096.03,1717406.385,nofb,2,414
bisbas-16,3,1.60E+12,1.60E+12,LWPCtufb:,1948096.05,1717406.385,nofb,2,414
bisbas-17,2,1.60E+12,1.60E+12,LWPCtufb:,1948096.07,1717406.385,nofb,2,414
bisbas-18,3,1.60E+12,1.60E+12,LWPCtufb:,1948096.095,1717406.385,nofb,2,414
bisbas-19,2,1.60E+12,1.60E+12,LWPCtufb:,1948096.115,1717406.385,nofb,2,414
bisbas-20,3,1.60E+12,1.60E+12,LWPCtufb:,1948096.14,1717406.385,nofb,2,414
bisbas-21,3,1.60E+12,1.60E+12,LWPCtufb:,1948096.165,1717406.385,nofb,2,414
bisbas-22,2,1.60E+12,1.60E+12,LWPCtufb:,1948096.19,1717406.385,nofb,2,414
bisbas-23,2,1.60E+12,1.60E+12,LWPCtufb:,1948096.215,1717406.385,nofb,2,414
bisbas-24,2,1.60E+12,1.60E+12,LWPCtufb:,1948096.235,1717406.385,nofb,2,414
bisbas-1,1,1.60E+12,1.60E+12,LWPCtufb:,1972714.125,1759445.5,nofb,2,415
bisbas-2,4,1.60E+12,1.60E+12,LWPCtufb:,1972714.295,1759445.5,nofb,2,415
bisbas-3,2,1.60E+12,1.60E+12,LWPCtufb:,1972714.31,1759445.5,nofb,2,415
bisbas-4,1,1.60E+12,1.60E+12,LWPCtufb:,1972714.325,1759445.5,nofb,2,415
bisbas-5,2,1.60E+12,1.60E+12,LWPCtufb:,1972714.35,1759445.5,nofb,2,415
bisbas-6,2,1.60E+12,1.60E+12,LWPCtufb:,1972714.355,1759445.5,nofb,2,415
bisbas-7,1,1.60E+12,1.60E+12,LWPCtufb:,1972714.37,1759445.5,nofb,2,415
bisbas-8,1,1.60E+12,1.60E+12,LWPCtufb:,1972714.38,1759445.5,nofb,2,415
bisbas-9,2,1.60E+12,1.60E+12,LWPCtufb:,1972714.395,1759445.5,nofb,2,415
bisbas-10,1,1.60E+12,1.60E+12,LWPCtufb:,1972714.41,1759445.5,nofb,2,415
bisbas-11,2,1.60E+12,1.60E+12,LWPCtufb:,1972714.425,1759445.5,nofb,2,415
bisbas-12,2,1.60E+12,1.60E+12,LWPCtufb:,1972714.445,1759445.5,nofb,2,415
bisbas-13,1,1.60E+12,1.60E+12,LWPCtufb:,1972714.465,1759445.5,nofb,2,415
bisbas-14,1,1.60E+12,1.60E+12,LWPCtufb:,1972714.48,1759445.5,nofb,2,415
bisbas-15,3,1.60E+12,1.60E+12,LWPCtufb:,1972714.495,1759445.5,nofb,2,415
bisbas-16,1,1.60E+12,1.60E+12,LWPCtufb:,1972714.51,1759445.5,nofb,2,415
bisbas-17,1,1.60E+12,1.60E+12,LWPCtufb:,1972714.535,1759445.5,nofb,2,415
bisbas-18,1,1.60E+12,1.60E+12,LWPCtufb:,1972714.55,1759445.5,nofb,2,415
bisbas-19,1,1.60E+12,1.60E+12,LWPCtufb:,1972714.57,1759445.5,nofb,2,415
bisbas-20,2,1.60E+12,1.60E+12,LWPCtufb:,1972714.59,1759445.5,nofb,2,415
bisbas-21,2,1.60E+12,1.60E+12,LWPCtufb:,1972714.61,1759445.5,nofb,2,415
bisbas-22,4,1.60E+12,1.60E+12,LWPCtufb:,1972714.635,1759445.5,nofb,2,415
bisbas-23,1,1.60E+12,1.60E+12,LWPCtufb:,1972714.655,1759445.5,nofb,2,415
bisbas-24,1,1.60E+12,1.60E+12,LWPCtufb:,1972714.68,1759445.5,nofb,2,415
bisbas-1,4,1.60E+12,1.60E+12,LWPCtufb:,1837537.72,1623835.95,nofb,2,416
bisbas-2,2,1.60E+12,1.60E+12,LWPCtufb:,1837537.86,1623835.95,nofb,2,416
bisbas-3,2,1.60E+12,1.60E+12,LWPCtufb:,1837537.87,1623835.95,nofb,2,416
bisbas-4,1,1.60E+12,1.60E+12,LWPCtufb:,1837537.88,1623835.95,nofb,2,416
bisbas-5,1,1.60E+12,1.60E+12,LWPCtufb:,1837537.905,1623835.95,nofb,2,416
bisbas-6,1,1.60E+12,1.60E+12,LWPCtufb:,1837537.91,1623835.95,nofb,2,416
bisbas-7,1,1.60E+12,1.60E+12,LWPCtufb:,1837537.915,1623835.95,nofb,2,416
bisbas-8,1,1.60E+12,1.60E+12,LWPCtufb:,1837537.925,1623835.95,nofb,2,416
bisbas-9,2,1.60E+12,1.60E+12,LWPCtufb:,1837537.93,1623835.95,nofb,2,416
bisbas-10,1,1.60E+12,1.60E+12,LWPCtufb:,1837537.945,1623835.95,nofb,2,416
bisbas-11,1,1.60E+12,1.60E+12,LWPCtufb:,1837537.955,1623835.95,nofb,2,416
bisbas-12,2,1.60E+12,1.60E+12,LWPCtufb:,1837537.965,1623835.95,nofb,2,416
bisbas-13,1,1.60E+12,1.60E+12,LWPCtufb:,1837537.97,1623835.95,nofb,2,416
bisbas-14,1,1.60E+12,1.60E+12,LWPCtufb:,1837537.985,1623835.95,nofb,2,416
bisbas-15,1,1.60E+12,1.60E+12,LWPCtufb:,1837537.995,1623835.95,nofb,2,416
bisbas-16,3,1.60E+12,1.60E+12,LWPCtufb:,1837538.01,1623835.95,nofb,2,416
bisbas-17,1,1.60E+12,1.60E+12,LWPCtufb:,1837538.025,1623835.95,nofb,2,416
bisbas-18,2,1.60E+12,1.60E+12,LWPCtufb:,1837538.04,1623835.95,nofb,2,416
bisbas-19,2,1.60E+12,1.60E+12,LWPCtufb:,1837538.05,1623835.95,nofb,2,416
bisbas-20,1,1.60E+12,1.60E+12,LWPCtufb:,1837538.065,1623835.95,nofb,2,416
bisbas-21,2,1.60E+12,1.60E+12,LWPCtufb:,1837538.085,1623835.95,nofb,2,416
bisbas-22,2,1.60E+12,1.60E+12,LWPCtufb:,1837538.105,1623835.95,nofb,2,416
bisbas-23,1,1.60E+12,1.60E+12,LWPCtufb:,1837538.12,1623835.95,nofb,2,416
bisbas-24,1,1.60E+12,1.60E+12,LWPCtufb:,1837538.135,1623835.95,nofb,2,416
bisbas-1,2,1.60E+12,1.60E+12,LWPCtufb:,2064877.065,1827072.94,nofb,2,417
bisbas-2,2,1.60E+12,1.60E+12,LWPCtufb:,2064877.375,1827072.94,nofb,2,417
bisbas-3,2,1.60E+12,1.60E+12,LWPCtufb:,2064877.395,1827072.94,nofb,2,417
bisbas-4,1,1.60E+12,1.60E+12,LWPCtufb:,2064877.41,1827072.94,nofb,2,417
bisbas-5,1,1.60E+12,1.60E+12,LWPCtufb:,2064877.45,1827072.94,nofb,2,417
bisbas-6,2,1.60E+12,1.60E+12,LWPCtufb:,2064877.47,1827072.94,nofb,2,417
bisbas-7,2,1.60E+12,1.60E+12,LWPCtufb:,2064877.485,1827072.94,nofb,2,417
bisbas-8,2,1.60E+12,1.60E+12,LWPCtufb:,2064877.505,1827072.94,nofb,2,417
bisbas-9,3,1.60E+12,1.60E+12,LWPCtufb:,2064877.525,1827072.94,nofb,2,417
bisbas-10,2,1.60E+12,1.60E+12,LWPCtufb:,2064877.55,1827072.94,nofb,2,417
bisbas-11,2,1.60E+12,1.60E+12,LWPCtufb:,2064877.57,1827072.94,nofb,2,417
bisbas-12,3,1.60E+12,1.60E+12,LWPCtufb:,2064877.59,1827072.94,nofb,2,417
bisbas-13,1,1.60E+12,1.60E+12,LWPCtufb:,2064877.61,1827072.94,nofb,2,417
bisbas-14,2,1.60E+12,1.60E+12,LWPCtufb:,2064877.64,1827072.94,nofb,2,417
bisbas-15,3,1.60E+12,1.60E+12,LWPCtufb:,2064877.66,1827072.94,nofb,2,417
bisbas-16,1,1.60E+12,1.60E+12,LWPCtufb:,2064877.695,1827072.94,nofb,2,417
bisbas-17,2,1.60E+12,1.60E+12,LWPCtufb:,2064877.72,1827072.94,nofb,2,417
bisbas-18,2,1.60E+12,1.60E+12,LWPCtufb:,2064877.745,1827072.94,nofb,2,417
bisbas-19,2,1.60E+12,1.60E+12,LWPCtufb:,2064877.775,1827072.94,nofb,2,417
bisbas-20,2,1.60E+12,1.60E+12,LWPCtufb:,2064877.81,1827072.94,nofb,2,417
bisbas-21,3,1.60E+12,1.60E+12,LWPCtufb:,2064877.84,1827072.94,nofb,2,417
bisbas-22,3,1.60E+12,1.60E+12,LWPCtufb:,2064877.875,1827072.94,nofb,2,417
bisbas-23,2,1.60E+12,1.60E+12,LWPCtufb:,2064877.91,1827072.94,nofb,2,417
bisbas-24,1,1.60E+12,1.60E+12,LWPCtufb:,2064877.945,1827072.94,nofb,2,417
bisbas-1,2,1.60E+12,1.60E+12,LWPCtufb:,5122895.4,4778168.71,nofb,2,418
bisbas-2,2,1.60E+12,1.60E+12,LWPCtufb:,5122895.595,4778168.71,nofb,2,418
bisbas-3,1,1.60E+12,1.60E+12,LWPCtufb:,5122895.61,4778168.71,nofb,2,418
bisbas-4,2,1.60E+12,1.60E+12,LWPCtufb:,5122895.62,4778168.71,nofb,2,418
bisbas-5,1,1.60E+12,1.60E+12,LWPCtufb:,5122895.65,4778168.71,nofb,2,418
bisbas-6,1,1.60E+12,1.60E+12,LWPCtufb:,5122895.66,4778168.71,nofb,2,418
bisbas-7,1,1.60E+12,1.60E+12,LWPCtufb:,5122895.67,4778168.71,nofb,2,418
bisbas-8,1,1.60E+12,1.60E+12,LWPCtufb:,5122895.68,4778168.71,nofb,2,418
bisbas-9,1,1.60E+12,1.60E+12,LWPCtufb:,5122895.695,4778168.71,nofb,2,418
bisbas-10,2,1.60E+12,1.60E+12,LWPCtufb:,5122895.705,4778168.71,nofb,2,418
bisbas-11,4,1.60E+12,1.60E+12,LWPCtufb:,5122895.72,4778168.71,nofb,2,418
bisbas-12,2,1.60E+12,1.60E+12,LWPCtufb:,5122895.74,4778168.71,nofb,2,418
bisbas-13,2,1.60E+12,1.60E+12,LWPCtufb:,5122895.755,4778168.71,nofb,2,418
bisbas-14,1,1.60E+12,1.60E+12,LWPCtufb:,5122895.77,4778168.71,nofb,2,418
bisbas-15,2,1.60E+12,1.60E+12,LWPCtufb:,5122895.785,4778168.71,nofb,2,418
bisbas-16,2,1.60E+12,1.60E+12,LWPCtufb:,5122895.805,4778168.71,nofb,2,418
bisbas-17,2,1.60E+12,1.60E+12,LWPCtufb:,5122895.82,4778168.71,nofb,2,418
bisbas-18,1,1.60E+12,1.60E+12,LWPCtufb:,5122895.84,4778168.71,nofb,2,418
bisbas-19,1,1.60E+12,1.60E+12,LWPCtufb:,5122895.86,4778168.71,nofb,2,418
bisbas-20,1,1.60E+12,1.60E+12,LWPCtufb:,5122895.88,4778168.71,nofb,2,418
bisbas-21,2,1.60E+12,1.60E+12,LWPCtufb:,5122895.905,4778168.71,nofb,2,418
bisbas-22,1,1.60E+12,1.60E+12,LWPCtufb:,5122895.925,4778168.71,nofb,2,418
bisbas-23,2,1.60E+12,1.60E+12,LWPCtufb:,5122895.95,4778168.71,nofb,2,418
bisbas-24,2,1.60E+12,1.60E+12,LWPCtufb:,5122895.975,4778168.71,nofb,2,418
bisbas-1,3,1.60E+12,1.60E+12,LWPCtufb:,1718673.335,1505202.34,nofb,2,419
bisbas-2,2,1.60E+12,1.60E+12,LWPCtufb:,1718673.47,1505202.34,nofb,2,419
bisbas-3,3,1.60E+12,1.60E+12,LWPCtufb:,1718673.48,1505202.34,nofb,2,419
bisbas-4,1,1.60E+12,1.60E+12,LWPCtufb:,1718673.495,1505202.34,nofb,2,419
bisbas-5,2,1.60E+12,1.60E+12,LWPCtufb:,1718673.51,1505202.34,nofb,2,419
bisbas-6,1,1.60E+12,1.60E+12,LWPCtufb:,1718673.52,1505202.34,nofb,2,419
bisbas-7,2,1.60E+12,1.60E+12,LWPCtufb:,1718673.525,1505202.34,nofb,2,419
bisbas-8,1,1.60E+12,1.60E+12,LWPCtufb:,1718673.54,1505202.34,nofb,2,419
bisbas-9,2,1.60E+12,1.60E+12,LWPCtufb:,1718673.55,1505202.34,nofb,2,419
bisbas-10,2,1.60E+12,1.60E+12,LWPCtufb:,1718673.56,1505202.34,nofb,2,419
bisbas-11,4,1.60E+12,1.60E+12,LWPCtufb:,1718673.575,1505202.34,nofb,2,419
bisbas-12,1,1.60E+12,1.60E+12,LWPCtufb:,1718673.58,1505202.34,nofb,2,419
bisbas-13,1,1.60E+12,1.60E+12,LWPCtufb:,1718673.59,1505202.34,nofb,2,419
bisbas-14,3,1.60E+12,1.60E+12,LWPCtufb:,1718673.6,1505202.34,nofb,2,419
bisbas-15,2,1.60E+12,1.60E+12,LWPCtufb:,1718673.615,1505202.34,nofb,2,419
bisbas-16,2,1.60E+12,1.60E+12,LWPCtufb:,1718673.63,1505202.34,nofb,2,419
bisbas-17,1,1.60E+12,1.60E+12,LWPCtufb:,1718673.64,1505202.34,nofb,2,419
bisbas-18,3,1.60E+12,1.60E+12,LWPCtufb:,1718673.655,1505202.34,nofb,2,419
bisbas-19,1,1.60E+12,1.60E+12,LWPCtufb:,1718673.665,1505202.34,nofb,2,419
bisbas-20,3,1.60E+12,1.60E+12,LWPCtufb:,1718673.685,1505202.34,nofb,2,419
bisbas-21,2,1.60E+12,1.60E+12,LWPCtufb:,1718673.7,1505202.34,nofb,2,419
bisbas-22,1,1.60E+12,1.60E+12,LWPCtufb:,1718673.715,1505202.34,nofb,2,419
bisbas-23,1,1.60E+12,1.60E+12,LWPCtufb:,1718673.73,1505202.34,nofb,2,419
bisbas-24,1,1.60E+12,1.60E+12,LWPCtufb:,1718673.75,1505202.34,nofb,2,419
bisbas-1,1,1.60E+12,1.60E+12,LWPCtufb:,1946556.335,1539833.77,nofb,2,420
bisbas-2,3,1.60E+12,1.60E+12,LWPCtufb:,1946556.56,1539833.77,nofb,2,420
bisbas-3,1,1.60E+12,1.60E+12,LWPCtufb:,1946556.57,1539833.77,nofb,2,420
bisbas-4,1,1.60E+12,1.60E+12,LWPCtufb:,1946556.585,1539833.77,nofb,2,420
bisbas-5,1,1.60E+12,1.60E+12,LWPCtufb:,1946556.605,1539833.77,nofb,2,420
bisbas-6,1,1.60E+12,1.60E+12,LWPCtufb:,1946556.615,1539833.77,nofb,2,420
bisbas-7,1,1.60E+12,1.60E+12,LWPCtufb:,1946556.63,1539833.77,nofb,2,420
bisbas-8,1,1.60E+12,1.60E+12,LWPCtufb:,1946556.635,1539833.77,nofb,2,420
bisbas-9,1,1.60E+12,1.60E+12,LWPCtufb:,1946556.645,1539833.77,nofb,2,420
bisbas-10,1,1.60E+12,1.60E+12,LWPCtufb:,1946556.66,1539833.77,nofb,2,420
bisbas-11,1,1.60E+12,1.60E+12,LWPCtufb:,1946556.67,1539833.77,nofb,2,420
bisbas-12,2,1.60E+12,1.60E+12,LWPCtufb:,1946556.685,1539833.77,nofb,2,420
bisbas-13,1,1.60E+12,1.60E+12,LWPCtufb:,1946556.7,1539833.77,nofb,2,420
bisbas-14,2,1.60E+12,1.60E+12,LWPCtufb:,1946556.715,1539833.77,nofb,2,420
bisbas-15,2,1.60E+12,1.60E+12,LWPCtufb:,1946556.73,1539833.77,nofb,2,420
bisbas-16,1,1.60E+12,1.60E+12,LWPCtufb:,1946556.745,1539833.77,nofb,2,420
bisbas-17,2,1.60E+12,1.60E+12,LWPCtufb:,1946556.765,1539833.77,nofb,2,420
bisbas-18,1,1.60E+12,1.60E+12,LWPCtufb:,1946556.78,1539833.77,nofb,2,420
bisbas-19,1,1.60E+12,1.60E+12,LWPCtufb:,1946556.8,1539833.77,nofb,2,420
bisbas-20,1,1.60E+12,1.60E+12,LWPCtufb:,1946556.82,1539833.77,nofb,2,420
bisbas-21,2,1.60E+12,1.60E+12,LWPCtufb:,1946556.84,1539833.77,nofb,2,420
bisbas-22,3,1.60E+12,1.60E+12,LWPCtufb:,1946556.96,1539833.77,nofb,2,420
bisbas-23,1,1.60E+12,1.60E+12,LWPCtufb:,1946556.995,1539833.77,nofb,2,420
bisbas-24,1,1.60E+12,1.60E+12,LWPCtufb:,1946557.02,1539833.77,nofb,2,420
bisbas-1,2,1.60E+12,1.60E+12,LWPCtufb:,1935700.59,1421353.495,nofb,2,421
bisbas-2,3,1.60E+12,1.60E+12,LWPCtufb:,1935700.845,1421353.495,nofb,2,421
bisbas-3,3,1.60E+12,1.60E+12,LWPCtufb:,1935700.865,1421353.495,nofb,2,421
bisbas-4,2,1.60E+12,1.60E+12,LWPCtufb:,1935700.88,1421353.495,nofb,2,421
bisbas-5,1,1.60E+12,1.60E+12,LWPCtufb:,1935700.92,1421353.495,nofb,2,421
bisbas-6,2,1.60E+12,1.60E+12,LWPCtufb:,1935700.93,1421353.495,nofb,2,421
bisbas-7,2,1.60E+12,1.60E+12,LWPCtufb:,1935700.97,1421353.495,nofb,2,421
bisbas-8,3,1.60E+12,1.60E+12,LWPCtufb:,1935700.985,1421353.495,nofb,2,421
bisbas-9,3,1.60E+12,1.60E+12,LWPCtufb:,1935701.005,1421353.495,nofb,2,421
bisbas-10,2,1.60E+12,1.60E+12,LWPCtufb:,1935701.02,1421353.495,nofb,2,421
bisbas-11,2,1.60E+12,1.60E+12,LWPCtufb:,1935701.04,1421353.495,nofb,2,421
bisbas-12,2,1.60E+12,1.60E+12,LWPCtufb:,1935701.055,1421353.495,nofb,2,421
bisbas-13,2,1.60E+12,1.60E+12,LWPCtufb:,1935701.08,1421353.495,nofb,2,421
bisbas-14,2,1.60E+12,1.60E+12,LWPCtufb:,1935701.1,1421353.495,nofb,2,421
bisbas-15,2,1.60E+12,1.60E+12,LWPCtufb:,1935701.12,1421353.495,nofb,2,421
bisbas-16,2,1.60E+12,1.60E+12,LWPCtufb:,1935701.145,1421353.495,nofb,2,421
bisbas-17,1,1.60E+12,1.60E+12,LWPCtufb:,1935701.165,1421353.495,nofb,2,421
bisbas-18,2,1.60E+12,1.60E+12,LWPCtufb:,1935701.195,1421353.495,nofb,2,421
bisbas-19,2,1.60E+12,1.60E+12,LWPCtufb:,1935701.22,1421353.495,nofb,2,421
bisbas-20,3,1.60E+12,1.60E+12,LWPCtufb:,1935701.25,1421353.495,nofb,2,421
bisbas-21,3,1.60E+12,1.60E+12,LWPCtufb:,1935701.275,1421353.495,nofb,2,421
bisbas-22,3,1.60E+12,1.60E+12,LWPCtufb:,1935701.305,1421353.495,nofb,2,421
bisbas-23,2,1.60E+12,1.60E+12,LWPCtufb:,1935701.335,1421353.495,nofb,2,421
bisbas-24,1,1.60E+12,1.60E+12,LWPCtufb:,1935701.42,1421353.495,nofb,2,421
bisbas-1,2,1.60E+12,1.60E+12,LWPCtufb:,1911863.815,1666215.94,nofb,2,422
bisbas-2,1,1.60E+12,1.60E+12,LWPCtufb:,1911863.965,1666215.94,nofb,2,422
bisbas-3,2,1.60E+12,1.60E+12,LWPCtufb:,1911863.975,1666215.94,nofb,2,422
bisbas-4,2,1.60E+12,1.60E+12,LWPCtufb:,1911863.985,1666215.94,nofb,2,422
bisbas-5,2,1.60E+12,1.60E+12,LWPCtufb:,1911864.005,1666215.94,nofb,2,422
bisbas-6,2,1.60E+12,1.60E+12,LWPCtufb:,1911864.01,1666215.94,nofb,2,422
bisbas-7,2,1.60E+12,1.60E+12,LWPCtufb:,1911864.02,1666215.94,nofb,2,422
bisbas-8,3,1.60E+12,1.60E+12,LWPCtufb:,1911864.03,1666215.94,nofb,2,422
bisbas-9,2,1.60E+12,1.60E+12,LWPCtufb:,1911864.04,1666215.94,nofb,2,422
bisbas-10,2,1.60E+12,1.60E+12,LWPCtufb:,1911864.05,1666215.94,nofb,2,422
bisbas-11,2,1.60E+12,1.60E+12,LWPCtufb:,1911864.055,1666215.94,nofb,2,422
bisbas-12,3,1.60E+12,1.60E+12,LWPCtufb:,1911864.065,1666215.94,nofb,2,422
bisbas-13,3,1.60E+12,1.60E+12,LWPCtufb:,1911864.08,1666215.94,nofb,2,422
bisbas-14,3,1.60E+12,1.60E+12,LWPCtufb:,1911864.09,1666215.94,nofb,2,422
bisbas-15,3,1.60E+12,1.60E+12,LWPCtufb:,1911864.1,1666215.94,nofb,2,422
bisbas-16,4,1.60E+12,1.60E+12,LWPCtufb:,1911864.12,1666215.94,nofb,2,422
bisbas-17,2,1.60E+12,1.60E+12,LWPCtufb:,1911864.13,1666215.94,nofb,2,422
bisbas-18,2,1.60E+12,1.60E+12,LWPCtufb:,1911864.145,1666215.94,nofb,2,422
bisbas-19,1,1.60E+12,1.60E+12,LWPCtufb:,1911864.155,1666215.94,nofb,2,422
bisbas-20,2,1.60E+12,1.60E+12,LWPCtufb:,1911864.175,1666215.94,nofb,2,422
bisbas-21,3,1.60E+12,1.60E+12,LWPCtufb:,1911864.19,1666215.94,nofb,2,422
bisbas-22,2,1.60E+12,1.60E+12,LWPCtufb:,1911864.205,1666215.94,nofb,2,422
bisbas-23,4,1.60E+12,1.60E+12,LWPCtufb:,1911864.22,1666215.94,nofb,2,422
bisbas-24,2,1.60E+12,1.60E+12,LWPCtufb:,1911864.24,1666215.94,nofb,2,422
bisbas-1,1,1.60E+12,1.60E+12,LWPCtufb:,1675981.07,1463048.795,nofb,2,423
bisbas-2,3,1.60E+12,1.60E+12,LWPCtufb:,1675981.34,1463048.795,nofb,2,423
bisbas-3,2,1.60E+12,1.60E+12,LWPCtufb:,1675981.36,1463048.795,nofb,2,423
bisbas-4,1,1.60E+12,1.60E+12,LWPCtufb:,1675981.38,1463048.795,nofb,2,423
bisbas-5,1,1.60E+12,1.60E+12,LWPCtufb:,1675981.42,1463048.795,nofb,2,423
bisbas-6,3,1.60E+12,1.60E+12,LWPCtufb:,1675981.435,1463048.795,nofb,2,423
bisbas-7,1,1.60E+12,1.60E+12,LWPCtufb:,1675981.45,1463048.795,nofb,2,423
bisbas-8,4,1.60E+12,1.60E+12,LWPCtufb:,1675981.47,1463048.795,nofb,2,423
bisbas-9,1,1.60E+12,1.60E+12,LWPCtufb:,1675981.49,1463048.795,nofb,2,423
bisbas-10,2,1.60E+12,1.60E+12,LWPCtufb:,1675981.505,1463048.795,nofb,2,423
bisbas-11,1,1.60E+12,1.60E+12,LWPCtufb:,1675981.525,1463048.795,nofb,2,423
bisbas-12,2,1.60E+12,1.60E+12,LWPCtufb:,1675981.55,1463048.795,nofb,2,423
bisbas-13,2,1.60E+12,1.60E+12,LWPCtufb:,1675981.57,1463048.795,nofb,2,423
bisbas-14,1,1.60E+12,1.60E+12,LWPCtufb:,1675981.59,1463048.795,nofb,2,423
bisbas-15,4,1.60E+12,1.60E+12,LWPCtufb:,1675981.615,1463048.795,nofb,2,423
bisbas-16,3,1.60E+12,1.60E+12,LWPCtufb:,1675981.645,1463048.795,nofb,2,423
bisbas-17,1,1.60E+12,1.60E+12,LWPCtufb:,1675981.67,1463048.795,nofb,2,423
bisbas-18,2,1.60E+12,1.60E+12,LWPCtufb:,1675981.695,1463048.795,nofb,2,423
bisbas-19,1,1.60E+12,1.60E+12,LWPCtufb:,1675981.725,1463048.795,nofb,2,423
bisbas-20,2,1.60E+12,1.60E+12,LWPCtufb:,1675981.755,1463048.795,nofb,2,423
